,Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Spent,Living_With,Children,Family_Size,Is_Parent,Clusters,Total_Promos
219,1,69508,1,0,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,35,1135,1,1,3,1,0,0
220,0,45204,1,0,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,27,114,1,1,3,1,2,0
221,1,72460,0,0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,46,1047,1,0,2,0,3,0
222,2,77622,0,2,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,45,714,1,2,4,1,0,0
223,2,30732,1,0,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,35,185,1,1,3,1,2,0
224,1,63887,0,1,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,53,1245,0,1,2,1,0,0
225,1,42011,1,0,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,37,189,1,1,3,1,2,0
226,1,51369,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,39,576,1,1,3,1,0,0
227,1,51537,0,1,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,63,1103,0,1,2,1,0,0
228,2,79930,0,0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,43,1753,1,0,2,0,3,0
229,2,34320,1,0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,29,17,1,1,3,1,2,0
230,1,37070,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,49,433,0,2,3,1,0,0
231,0,81975,0,1,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,53,1588,0,1,2,1,0,1
232,1,38590,1,0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,44,22,1,1,3,1,2,0
233,1,15033,0,0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,64,19,0,0,1,0,2,0
234,2,62745,0,1,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,50,1117,1,1,3,1,0,0
235,0,22212,1,0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,40,69,1,1,3,1,2,0
236,2,23661,1,0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,33,23,1,1,3,1,2,0
237,2,79761,0,1,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,57,605,0,1,2,1,0,0
238,1,7500,1,0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,42,57,0,1,2,1,2,0
240,1,73455,0,0,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,47,2088,0,0,1,0,3,1
241,1,64961,0,1,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,57,1009,1,1,3,1,0,0
242,1,22804,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,44,26,0,1,2,1,2,0
243,1,73687,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,25,1627,1,0,2,0,3,1
244,1,61074,0,1,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,57,1102,1,1,3,1,0,0
245,2,31686,1,1,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,51,17,1,2,4,1,1,0
246,1,80134,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,43,1690,1,1,3,1,0,3
247,1,75027,0,1,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,62,1390,1,1,3,1,0,0
248,2,67546,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,27,2126,1,0,2,0,3,0
249,2,65176,0,1,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,46,1531,1,1,3,1,0,0
250,2,31160,1,0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,40,64,0,1,2,1,2,0
251,1,29938,1,0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,30,26,0,1,2,1,2,0
252,1,102692,0,0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,41,1112,0,0,1,0,3,4
253,0,26490,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,57,210,1,0,2,0,2,0
254,1,75702,1,1,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,48,1148,1,2,4,1,0,0
255,2,30899,1,0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,41,33,0,1,2,1,2,0
256,2,63342,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,54,1101,1,1,3,1,0,1
257,1,45989,0,1,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,51,322,0,1,2,1,1,0
258,1,18701,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,51,44,0,2,3,1,1,0
259,2,40737,2,1,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,58,17,0,3,4,1,1,0
260,1,15287,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,36,31,0,1,2,1,2,1
261,2,69674,0,2,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,47,845,0,2,3,1,0,0
262,2,44159,1,0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,45,275,1,1,3,1,1,0
263,2,37717,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,37,25,1,1,3,1,2,0
264,2,43776,1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,63,275,1,2,4,1,0,0
265,2,38179,1,1,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,49,90,1,2,4,1,1,0
266,1,80124,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,52,1495,1,0,2,0,3,1
267,2,38097,1,1,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,45,184,1,2,4,1,1,1
268,1,72940,0,0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,45,981,1,0,2,0,3,0
269,1,22070,1,0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,45,67,1,1,3,1,2,0
270,1,69267,0,0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,62,1635,0,0,1,0,3,0
271,2,31788,1,0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,32,60,0,1,2,1,2,0
272,2,61905,0,1,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,40,231,1,1,3,1,1,0
273,1,29315,1,1,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,55,48,1,2,4,1,1,0
274,1,33378,1,1,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,52,99,0,2,3,1,1,0
275,2,66313,0,1,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,52,770,1,1,3,1,0,0
276,1,60714,0,0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,59,957,0,0,1,0,3,0
277,2,77882,0,0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,34,818,1,0,2,0,3,0
278,2,69867,0,0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,29,925,0,0,1,0,3,1
279,2,63841,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,47,908,0,1,2,1,0,0
280,0,24480,1,0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,34,102,1,1,3,1,2,0
281,1,51369,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,39,576,1,1,3,1,0,0
282,1,37760,0,0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,69,317,1,0,2,0,2,0
283,2,65640,0,1,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,41,461,1,1,3,1,0,0
284,2,44319,1,1,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,40,37,1,2,4,1,1,0
285,1,30631,1,0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,41,70,1,1,3,1,2,0
286,1,75278,0,0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,63,930,1,0,2,0,3,0
287,2,50898,1,1,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,59,859,1,2,4,1,0,0
288,1,79946,0,0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,49,1478,0,0,1,0,3,0
289,2,35416,0,0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,66,390,0,0,1,0,2,0
290,0,32414,0,0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,31,52,1,0,2,0,2,1
291,1,38361,1,0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,46,137,1,1,3,1,2,0
292,1,82497,0,0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,35,1919,1,0,2,0,3,1
293,1,16626,2,0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,44,68,1,2,4,1,1,0
294,1,29672,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,50,25,1,2,4,1,1,0
295,2,55951,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,63,1374,1,1,3,1,0,2
296,0,35388,1,0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,27,32,0,1,2,1,2,0
297,2,42386,1,0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,29,100,1,1,3,1,2,0
298,1,68627,0,0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,33,825,0,0,1,0,3,0
299,2,57912,0,1,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,50,916,0,1,2,1,0,1
300,1,35246,1,1,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,57,62,0,2,3,1,1,0
301,0,58821,0,1,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,59,728,1,1,3,1,0,0
302,2,46377,1,0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,37,90,1,1,3,1,2,0
303,1,39747,1,0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,27,273,0,1,2,1,2,0
304,1,23976,1,0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,31,66,1,1,3,1,2,0
305,2,80950,0,0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,54,1213,1,0,2,0,3,1
306,1,27038,0,0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,49,107,0,0,1,0,2,0
307,1,77457,0,0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,68,1157,0,0,1,0,3,1
308,2,64100,0,1,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,51,546,1,1,3,1,0,1
309,2,42670,0,0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,23,241,1,0,2,0,2,0
310,1,12571,1,0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,39,53,0,1,2,1,2,0
311,1,22574,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,48,37,1,3,5,1,1,0
313,2,70893,0,0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,39,1508,0,0,1,0,3,0
314,1,54198,1,1,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,49,235,1,2,4,1,0,0
315,2,28839,1,1,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,59,32,1,2,4,1,1,0
316,1,40321,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,43,102,1,2,4,1,1,0
317,1,66503,1,0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,30,401,0,1,2,1,2,0
318,1,30833,1,1,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,64,28,1,2,4,1,1,0
320,1,64795,0,1,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,44,680,1,1,3,1,0,0
321,1,34421,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,41,30,1,1,3,1,2,0
322,2,47025,1,1,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,50,20,0,2,3,1,1,0
323,2,64325,0,1,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,54,1307,0,1,2,1,0,0
324,1,40464,0,1,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,62,630,0,1,2,1,0,0
325,1,62187,0,0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,58,1283,1,0,2,0,3,0
326,2,14849,1,0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,39,65,0,1,2,1,2,0
327,1,27255,1,0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,31,37,1,1,3,1,2,0
328,2,54432,2,1,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,65,38,1,3,5,1,1,0
329,2,29999,1,0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,29,160,0,1,2,1,2,0
330,1,24072,1,0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,32,23,0,1,2,1,2,0
331,2,33996,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,26,71,0,0,1,0,2,0
332,2,66334,0,1,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,59,1161,1,1,3,1,0,0
333,2,35178,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,44,59,1,1,3,1,2,1
334,1,22010,1,0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,32,33,1,1,3,1,2,0
335,1,62204,0,2,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,55,946,0,2,3,1,0,0
336,1,75693,0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,47,1442,0,0,1,0,3,3
337,1,30675,1,0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,43,62,1,1,3,1,2,0
338,1,83003,0,0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,50,1674,1,0,2,0,3,1
340,1,68655,0,0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,27,1538,0,0,1,0,3,0
341,1,41411,0,0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,29,139,0,0,1,0,2,0
342,2,55212,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,46,1182,1,1,3,1,0,2
343,2,59292,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,65,507,1,1,3,1,0,0
344,0,27190,1,0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,42,18,1,1,3,1,2,1
345,1,82623,0,0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,63,940,0,0,1,0,3,0
346,1,44300,1,1,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,50,42,1,2,4,1,1,0
347,1,84835,0,0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,45,1190,0,0,1,0,3,0
348,1,30372,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,44,44,0,2,3,1,1,0
349,2,33181,1,0,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,39,16,1,1,3,1,2,1
350,1,71113,0,1,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,58,835,1,1,3,1,0,0
351,1,71952,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,29,1443,1,1,3,1,0,2
352,2,69759,0,0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,49,1029,0,0,1,0,3,0
353,1,72099,0,0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,41,1188,1,0,2,0,3,0
354,2,60000,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,39,1277,0,1,2,1,0,0
355,1,38643,1,1,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,37,49,0,2,3,1,1,0
356,1,50737,0,1,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,60,99,1,1,3,1,1,1
357,2,68462,0,0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,46,1670,1,0,2,0,3,0
358,2,65073,0,0,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,72,900,1,0,2,0,3,0
359,2,46681,0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,67,425,1,2,4,1,0,0
360,1,78618,0,0,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,58,2153,1,0,2,0,3,1
361,2,62187,0,1,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,46,636,0,1,2,1,0,0
362,1,28442,2,0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,37,57,1,2,4,1,1,0
363,2,37717,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,37,25,1,1,3,1,2,0
364,1,51479,1,1,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,48,494,1,2,4,1,0,0
365,1,54803,0,1,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,46,693,0,1,2,1,0,0
366,1,79530,0,0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,55,1348,1,0,2,0,3,0
367,1,31615,1,0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,39,51,0,1,2,1,2,0
368,1,72025,0,0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,53,1932,1,0,2,0,3,0
369,2,52614,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,40,990,0,1,2,1,0,0
370,0,35684,1,0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,31,30,1,1,3,1,2,0
371,1,48178,1,1,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,40,254,1,2,4,1,0,0
372,2,29548,1,0,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,45,29,0,1,2,1,2,1
373,1,63810,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,49,1371,0,1,2,1,0,1
374,2,38578,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,43,73,0,2,3,1,1,0
375,2,46098,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,40,120,0,2,3,1,1,0
376,1,22585,0,0,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,45,81,0,0,1,0,2,1
377,1,30279,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,26,37,0,1,2,1,2,0
378,2,66426,0,1,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,54,1377,1,1,3,1,0,0
379,1,30822,1,0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,46,51,0,1,2,1,2,0
380,2,33581,2,0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,46,17,1,2,4,1,1,0
381,1,19986,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,30,22,1,1,3,1,2,0
382,1,27421,0,0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,61,324,0,0,1,0,2,0
383,0,35688,2,1,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,42,211,1,3,5,1,1,0
384,2,36143,1,0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,34,19,0,1,2,1,2,0
385,1,10245,1,0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,44,41,0,1,2,1,2,0
386,2,43795,0,1,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,1,47,492,1,1,3,1,0,1
387,1,63381,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,55,1005,1,1,3,1,0,0
388,1,38823,0,1,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,66,114,1,1,3,1,1,0
389,2,83664,1,1,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,47,1173,0,2,3,1,0,0
390,1,90300,0,0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,36,1738,1,0,2,0,3,1
391,2,62499,1,0,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0,36,222,1,1,3,1,1,0
392,1,74293,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,22,1127,0,0,1,0,3,0
393,2,51012,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,69,209,1,0,2,0,2,0
394,2,70777,0,1,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,47,787,1,1,3,1,0,0
395,2,68682,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,24,1598,1,0,2,0,3,0
396,1,43824,1,1,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,44,186,1,2,4,1,0,0
397,1,15345,1,0,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,1,31,47,1,1,3,1,2,0
398,1,23442,1,0,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0,28,27,0,1,2,1,2,0
399,0,14515,1,0,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,1,35,96,1,1,3,1,2,0
400,0,31395,1,1,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,59,64,0,2,3,1,1,0
401,1,75276,0,0,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0,50,1040,1,0,2,0,3,0
402,1,42373,1,1,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,41,163,0,2,3,1,1,0
403,1,30507,0,0,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,55,343,1,0,2,0,2,0
404,2,55521,1,2,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,1,60,446,0,3,4,1,0,1
405,1,48006,1,1,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,50,41,1,2,4,1,1,0
406,2,27213,1,0,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,1,43,70,0,1,2,1,2,0
407,2,65808,1,1,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0,44,272,0,2,3,1,1,0
408,2,30351,1,0,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,41,46,1,1,3,1,2,0
409,1,50437,0,2,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,52,490,1,2,4,1,0,0
410,0,23616,1,0,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,1,33,79,0,1,2,1,2,0
411,1,53858,0,1,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,39,915,1,1,3,1,0,0
412,2,66465,0,1,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0,60,1485,1,1,3,1,0,1
413,1,46923,1,0,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0,28,369,0,1,2,1,2,0
414,1,75072,0,1,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,53,1073,1,1,3,1,0,0
415,2,75865,0,0,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0,72,1242,1,0,2,0,3,0
416,0,19789,1,0,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,40,78,1,1,3,1,2,1
417,1,80134,0,0,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,21,1378,1,0,2,0,3,4
418,1,91065,0,0,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,1,34,1474,0,0,1,0,3,2
419,2,49505,1,1,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0,44,751,1,2,4,1,0,0
420,2,37401,1,0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,42,48,1,1,3,1,2,0
421,1,30096,1,0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,32,45,1,1,3,1,2,0
422,2,18492,1,0,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,33,10,1,1,3,1,2,0
423,2,82584,0,0,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,1,41,1435,1,0,2,0,3,2
424,2,93027,0,0,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0,74,2119,1,0,2,0,3,1
425,1,48686,1,2,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,62,20,1,3,5,1,1,0
426,1,92910,0,0,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0,29,1795,1,0,2,0,3,3
427,1,75433,1,0,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,26,1188,1,1,3,1,0,2
428,0,10404,1,0,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,26,43,1,1,3,1,2,0
429,1,61314,0,1,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,0,47,1008,1,1,3,1,0,0
430,2,84865,0,0,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,1,54,1688,0,0,1,0,3,4
431,1,42387,1,0,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0,26,684,1,1,3,1,2,0
432,0,67309,1,1,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0,48,1082,1,2,4,1,0,0
